Modal,Potensi_Pasar,Lokasi,Persaingan,Tren_Usaha,Jenis_Usaha
45400000,2,1,2,2,Produksi
13700000,2,1,2,2,Produksi
11100000,2,1,2,2,Produksi
159900000,2,1,2,2,Produksi
191300000,2,1,2,2,Produksi
13900000,2,1,1,2,Produksi
23500000,2,1,2,2,Produksi
14200000,2,1,2,1,Produksi
46600000,2,1,2,2,Produksi
9800000,2,1,2,2,Produksi
25900000,2,1,2,3,Produksi
107000000,3,2,2,2,Produksi
119600000,3,2,2,3,Produksi
12700000,2,1,2,2,Produksi
71600000,2,2,2,2,Produksi
16100000,2,1,2,2,Produksi
9200000,1,1,2,2,Produksi
164600000,3,1,1,2,Produksi
7100000,2,1,3,2,Produksi
4900000,2,1,2,2,Produksi
67100000,2,1,2,2,Produksi
21000000,2,1,2,1,Produksi
6700000,1,1,2,3,Produksi
14900000,1,1,1,3,Produksi
5800000,1,1,1,3,Produksi
13900000,2,2,2,3,Produksi
6600000,2,1,2,2,Produksi
43100000,2,2,2,2,Produksi
10100000,2,1,2,2,Produksi
9700000,3,1,2,2,Produksi
4200000,2,1,2,2,Produksi
8600000,2,2,2,2,Produksi
167100000,2,1,2,3,Pertanian/Peternakan
8900000,2,1,1,2,Pertanian/Peternakan
178100000,2,1,2,2,Pertanian/Peternakan
8800000,1,1,1,3,Pertanian/Peternakan
88600000,2,3,1,3,Pertanian/Peternakan
153700000,2,1,1,2,Pertanian/Peternakan
9200000,3,1,2,2,Pertanian/Peternakan
22600000,3,1,1,3,Pertanian/Peternakan
46100000,3,2,1,2,Pertanian/Peternakan
11700000,2,2,1,1,Pertanian/Peternakan
21400000,2,1,1,3,Pertanian/Peternakan
9500000,2,1,1,2,Pertanian/Peternakan
14300000,2,1,1,1,Pertanian/Peternakan
103200000,2,1,1,2,Pertanian/Peternakan
6000000,2,1,2,2,Pertanian/Peternakan
14400000,2,1,2,1,Pertanian/Peternakan
17100000,2,1,1,2,Pertanian/Peternakan
142000000,1,1,1,3,Pertanian/Peternakan
41300000,2,3,1,2,Pertanian/Peternakan
88000000,2,1,1,2,Pertanian/Peternakan
39800000,3,2,1,3,Pertanian/Peternakan
9300000,2,1,1,3,Pertanian/Peternakan
17000000,2,1,1,3,Pertanian/Peternakan
90100000,3,2,1,2,Pertanian/Peternakan
6000000,3,1,1,2,Pertanian/Peternakan
25200000,1,1,2,2,Pertanian/Peternakan
131000000,2,2,1,2,Pertanian/Peternakan
5700000,2,1,3,2,Pertanian/Peternakan
61600000,2,2,1,2,Pertanian/Peternakan
15600000,2,2,1,2,Pertanian/Peternakan
7100000,3,3,1,2,Pertanian/Peternakan
5500000,3,1,1,2,Pertanian/Peternakan
6100000,2,2,2,2,Pertanian/Peternakan
9200000,2,1,2,2,Pertanian/Peternakan
5100000,3,1,1,3,Pertanian/Peternakan
8700000,3,1,1,2,Pertanian/Peternakan
16100000,2,3,2,2,Pertanian/Peternakan
29600000,3,1,2,2,Pertanian/Peternakan
145800000,2,1,2,3,Pertanian/Peternakan
118000000,2,2,1,3,Pertanian/Peternakan
76200000,3,2,1,2,Pertanian/Peternakan
22400000,2,1,2,2,Pertanian/Peternakan
189400000,3,1,1,3,Pertanian/Peternakan
43500000,2,2,1,2,Pertanian/Peternakan
41100000,1,2,1,2,Pertanian/Peternakan
48600000,3,2,1,2,Pertanian/Peternakan
186700000,1,1,2,1,Pertanian/Peternakan
37100000,2,2,1,2,Pertanian/Peternakan
29400000,2,1,2,3,Pertanian/Peternakan
146500000,3,1,1,2,Pertanian/Peternakan
46000000,3,3,1,2,Pertanian/Peternakan
47600000,2,1,2,2,Pertanian/Peternakan
113100000,1,1,1,3,Pertanian/Peternakan
15400000,2,1,1,2,Pertanian/Peternakan
43300000,2,1,1,2,Pertanian/Peternakan
17500000,2,1,2,3,Pertanian/Peternakan
44100000,3,1,3,3,Pertanian/Peternakan
53000000,2,1,2,2,Pertanian/Peternakan
30600000,2,1,2,3,Pertanian/Peternakan
20600000,2,1,1,2,Pertanian/Peternakan
21100000,2,2,2,2,Pertanian/Peternakan
191200000,1,1,2,3,Pertanian/Peternakan
43200000,2,3,1,1,Pertanian/Peternakan
24100000,1,3,1,3,Pertanian/Peternakan
47600000,1,1,2,3,Pertanian/Peternakan
67300000,2,1,1,2,Pertanian/Peternakan
155200000,2,1,2,2,Pertanian/Peternakan
134500000,2,1,1,2,Pertanian/Peternakan
17300000,2,3,1,2,Pertanian/Peternakan
59800000,2,3,3,2,Pertanian/Peternakan
77400000,2,3,3,2,Pertanian/Peternakan
18100000,3,1,1,3,Pertanian/Peternakan
123500000,2,2,1,2,Pertanian/Peternakan
37900000,2,1,1,2,Pertanian/Peternakan
57500000,2,2,1,2,Pertanian/Peternakan
132900000,2,1,1,2,Pertanian/Peternakan
32900000,2,1,2,3,Pertanian/Peternakan
155300000,2,1,3,3,Pertanian/Peternakan
39500000,2,1,1,2,Pertanian/Peternakan
18400000,2,1,1,2,Pertanian/Peternakan
65400000,2,2,2,2,Pertanian/Peternakan
89900000,1,1,1,2,Pertanian/Peternakan
99500000,3,1,3,2,Pertanian/Peternakan
34200000,2,1,1,2,Pertanian/Peternakan
157100000,2,1,1,3,Pertanian/Peternakan
45500000,2,1,3,3,Pertanian/Peternakan
72700000,2,1,1,3,Pertanian/Peternakan
41700000,1,1,2,3,Pertanian/Peternakan
49600000,1,2,2,2,Pertanian/Peternakan
85900000,3,1,2,2,Pertanian/Peternakan
132400000,2,1,1,1,Pertanian/Peternakan
108300000,2,1,1,2,Pertanian/Peternakan
127200000,2,1,2,2,Pertanian/Peternakan
74500000,2,1,2,3,Pertanian/Peternakan
151800000,1,1,1,2,Pertanian/Peternakan
123500000,1,2,2,1,Pertanian/Peternakan
90400000,3,2,1,3,Pertanian/Peternakan
30300000,3,1,1,2,Pertanian/Peternakan
107400000,2,2,1,3,Pertanian/Peternakan
106100000,2,1,1,2,Pertanian/Peternakan
39500000,2,2,2,3,Pertanian/Peternakan
25500000,3,1,2,3,Pertanian/Peternakan
47100000,3,3,1,3,Pertanian/Peternakan
42400000,2,2,1,3,Pertanian/Peternakan
27600000,3,3,1,3,Pertanian/Peternakan
167700000,3,1,2,3,Pertanian/Peternakan
43200000,1,1,1,2,Pertanian/Peternakan
31500000,3,1,1,3,Pertanian/Peternakan
104200000,3,3,1,3,Pertanian/Peternakan
33400000,3,1,1,2,Pertanian/Peternakan
21500000,2,1,2,3,Pertanian/Peternakan
46800000,2,1,2,1,Pertanian/Peternakan
38000000,1,1,1,1,Pertanian/Peternakan
37500000,2,1,1,3,Pertanian/Peternakan
43400000,3,2,3,2,Pertanian/Peternakan
20200000,1,1,1,2,Pertanian/Peternakan
45400000,1,1,2,2,Pertanian/Peternakan
194800000,3,1,3,2,Pertanian/Peternakan
130000000,2,2,1,2,Pertanian/Peternakan
56500000,2,2,1,2,Pertanian/Peternakan
96600000,2,2,3,3,Pertanian/Peternakan
68900000,3,1,2,1,Pertanian/Peternakan
189300000,3,1,1,3,Pertanian/Peternakan
31400000,2,1,1,1,Pertanian/Peternakan
59700000,3,1,2,1,Pertanian/Peternakan
30600000,2,1,1,2,Pertanian/Peternakan
10500000,1,1,2,2,Pertanian/Peternakan
24300000,2,1,2,1,Pertanian/Peternakan
23100000,1,1,1,2,Pertanian/Peternakan
80600000,1,1,1,2,Pertanian/Peternakan
69200000,2,3,2,2,Pertanian/Peternakan
106900000,3,1,1,1,Pertanian/Peternakan
29800000,2,1,1,2,Pertanian/Peternakan
49700000,2,1,2,2,Pertanian/Peternakan
117900000,1,1,1,1,Pertanian/Peternakan
15600000,1,1,1,3,Pertanian/Peternakan
48900000,2,2,1,2,Pertanian/Peternakan
16600000,2,2,1,2,Pertanian/Peternakan
197300000,2,3,2,1,Pertanian/Peternakan
95500000,2,1,1,2,Pertanian/Peternakan
10600000,2,1,1,2,Pertanian/Peternakan
13500000,1,1,2,2,Pertanian/Peternakan
130000000,1,1,1,2,Pertanian/Peternakan
20500000,2,1,1,2,Pertanian/Peternakan
123100000,2,2,1,2,Pertanian/Peternakan
73800000,2,3,3,2,Pertanian/Peternakan
20500000,2,1,1,3,Pertanian/Peternakan
15700000,3,1,1,2,Pertanian/Peternakan
20500000,2,1,2,1,Pertanian/Peternakan
26400000,3,1,1,2,Pertanian/Peternakan
23900000,1,1,1,1,Pertanian/Peternakan
12900000,3,3,2,3,Pertanian/Peternakan
109700000,2,1,1,1,Pertanian/Peternakan
169900000,2,1,3,2,Pertanian/Peternakan
54500000,2,1,2,2,Pertanian/Peternakan
12100000,2,1,3,2,Pertanian/Peternakan
116900000,3,2,2,2,Pertanian/Peternakan
172500000,2,3,1,2,Pertanian/Peternakan
11200000,2,1,1,2,Pertanian/Peternakan
24000000,2,1,1,1,Pertanian/Peternakan
15800000,1,2,1,3,Pertanian/Peternakan
157200000,3,1,2,2,Pertanian/Peternakan
30000000,2,1,2,2,Pertanian/Peternakan
159800000,3,1,2,2,Pertanian/Peternakan
18200000,2,1,1,2,Pertanian/Peternakan
16100000,1,2,1,2,Pertanian/Peternakan
32100000,2,3,2,2,Pertanian/Peternakan
36900000,2,1,1,3,Pertanian/Peternakan
25500000,3,2,1,2,Pertanian/Peternakan
23000000,3,1,2,3,Pertanian/Peternakan
41600000,2,1,1,2,Pertanian/Peternakan
89200000,2,3,1,2,Pertanian/Peternakan
16100000,2,2,2,2,Pertanian/Peternakan
25000000,3,1,2,3,Pertanian/Peternakan
23700000,3,2,1,2,Pertanian/Peternakan
30800000,2,1,1,2,Pertanian/Peternakan
25600000,2,2,2,2,Pertanian/Peternakan
19100000,3,3,1,2,Pertanian/Peternakan
50500000,3,2,1,2,Pertanian/Peternakan
43300000,3,1,2,2,Pertanian/Peternakan
68400000,2,1,3,2,Pertanian/Peternakan
20400000,1,2,1,3,Pertanian/Peternakan
33200000,2,1,2,1,Pertanian/Peternakan
17500000,2,1,1,3,Pertanian/Peternakan
13000000,2,1,1,3,Pertanian/Peternakan
45300000,3,1,1,2,Pertanian/Peternakan
13600000,2,2,1,3,Pertanian/Peternakan
141800000,2,1,2,2,Pertanian/Peternakan
24100000,2,1,3,2,Pertanian/Peternakan
52800000,2,1,1,2,Pertanian/Peternakan
28900000,1,1,2,2,Pertanian/Peternakan
21900000,2,1,2,2,Pertanian/Peternakan
132200000,2,1,1,2,Pertanian/Peternakan
47600000,3,1,1,2,Pertanian/Peternakan
13200000,3,1,1,2,Pertanian/Peternakan
14800000,2,2,3,2,Pertanian/Peternakan
130200000,1,2,1,2,Pertanian/Peternakan
10900000,1,2,1,3,Pertanian/Peternakan
81500000,2,1,1,2,Pertanian/Peternakan
27900000,3,2,1,2,Pertanian/Peternakan
157000000,2,2,2,3,Pertanian/Peternakan
50200000,1,1,1,3,Pertanian/Peternakan
85300000,2,2,1,3,Pertanian/Peternakan
30900000,2,2,2,2,Pertanian/Peternakan
86100000,3,1,2,2,Pertanian/Peternakan
135500000,3,1,1,2,Pertanian/Peternakan
23700000,2,1,1,2,Pertanian/Peternakan
53700000,2,3,1,2,Pertanian/Peternakan
134700000,2,1,3,1,Pertanian/Peternakan
20200000,1,1,1,3,Pertanian/Peternakan
161000000,2,2,1,2,Pertanian/Peternakan
41900000,2,1,1,2,Pertanian/Peternakan
26000000,1,1,1,2,Pertanian/Peternakan
95000000,2,1,1,2,Pertanian/Peternakan
165200000,3,1,3,1,Pertanian/Peternakan
52900000,2,1,2,3,Pertanian/Peternakan
81800000,3,1,3,2,Pertanian/Peternakan
112500000,2,2,1,2,Pertanian/Peternakan
25700000,3,2,3,2,Pertanian/Peternakan
18900000,2,1,1,2,Pertanian/Peternakan
85800000,2,1,1,3,Pertanian/Peternakan
129700000,2,3,2,2,Pertanian/Peternakan
178700000,2,3,1,3,Pertanian/Peternakan
94600000,3,3,1,2,Pertanian/Peternakan
164800000,2,1,1,2,Pertanian/Peternakan
151800000,2,2,2,2,Pertanian/Peternakan
48400000,2,1,2,2,Pertanian/Peternakan
60200000,2,1,2,2,Pertanian/Peternakan
41300000,2,1,1,3,Pertanian/Peternakan
47600000,2,3,1,1,Pertanian/Peternakan
186600000,2,1,2,3,Pertanian/Peternakan
175200000,2,1,2,2,Pertanian/Peternakan
191900000,2,1,1,2,Pertanian/Peternakan
108800000,1,1,1,2,Pertanian/Peternakan
66900000,2,1,3,2,Pertanian/Peternakan
134600000,3,1,1,1,Pertanian/Peternakan
88800000,2,1,1,2,Pertanian/Peternakan
59200000,2,2,1,2,Pertanian/Peternakan
193100000,3,2,2,1,Pertanian/Peternakan
61300000,2,2,1,2,Pertanian/Peternakan
43500000,3,1,2,3,Pertanian/Peternakan
42400000,2,1,1,3,Pertanian/Peternakan
18500000,2,1,1,3,Pertanian/Peternakan
16000000,3,1,1,2,Pertanian/Peternakan
49200000,2,1,2,2,Pertanian/Peternakan
32000000,1,1,1,2,Pertanian/Peternakan
57600000,3,1,1,2,Pertanian/Peternakan
15000000,1,1,2,2,Pertanian/Peternakan
10200000,3,1,3,3,Pertanian/Peternakan
21700000,2,1,3,2,Pertanian/Peternakan
16700000,3,1,1,2,Pertanian/Peternakan
42500000,3,1,2,3,Pertanian/Peternakan
13000000,3,1,3,2,Pertanian/Peternakan
10900000,2,1,1,2,Pertanian/Peternakan
17700000,3,1,1,2,Pertanian/Peternakan
12300000,1,1,1,1,Pertanian/Peternakan
47500000,1,1,1,2,Pertanian/Peternakan
21900000,1,1,1,3,Pertanian/Peternakan
32600000,2,1,1,2,Pertanian/Peternakan
13000000,3,1,2,1,Pertanian/Peternakan
49900000,2,1,1,2,Pertanian/Peternakan
20000000,3,1,1,3,Pertanian/Peternakan
31200000,2,1,1,2,Pertanian/Peternakan
26100000,2,1,2,2,Pertanian/Peternakan
47900000,1,1,2,3,Pertanian/Peternakan
41200000,2,1,1,3,Pertanian/Peternakan
16800000,2,1,2,2,Pertanian/Peternakan
15500000,2,1,2,3,Pertanian/Peternakan
87400000,2,2,1,3,Pertanian/Peternakan
22100000,2,1,1,3,Pertanian/Peternakan
191600000,2,1,1,3,Pertanian/Peternakan
142100000,1,1,3,3,Pertanian/Peternakan
15900000,3,1,1,2,Pertanian/Peternakan
86400000,1,1,1,3,Pertanian/Peternakan
123100000,3,1,2,2,Pertanian/Peternakan
30800000,2,1,1,1,Pertanian/Peternakan
47700000,2,1,1,2,Pertanian/Peternakan
121200000,1,2,2,1,Pertanian/Peternakan
48900000,3,1,1,1,Pertanian/Peternakan
40900000,3,1,1,3,Pertanian/Peternakan
13000000,3,2,1,2,Pertanian/Peternakan
132600000,1,1,3,3,Pertanian/Peternakan
76500000,2,2,1,2,Pertanian/Peternakan
181500000,2,2,2,2,Pertanian/Peternakan
29900000,1,1,2,3,Pertanian/Peternakan
24700000,1,1,1,3,Pertanian/Peternakan
11500000,3,1,1,1,Pertanian/Peternakan
13300000,2,2,1,3,Pertanian/Peternakan
199700000,2,1,1,2,Pertanian/Peternakan
20100000,1,1,1,2,Pertanian/Peternakan
22100000,2,2,2,2,Pertanian/Peternakan
119400000,2,3,1,3,Pertanian/Peternakan
131700000,1,1,3,2,Pertanian/Peternakan
64800000,2,1,1,2,Pertanian/Peternakan
56700000,2,1,2,2,Pertanian/Peternakan
44500000,3,2,2,3,Pertanian/Peternakan
15500000,2,1,1,2,Pertanian/Peternakan
38700000,3,2,1,2,Pertanian/Peternakan
179800000,1,1,1,2,Pertanian/Peternakan
13800000,2,1,1,2,Pertanian/Peternakan
8900000,2,2,3,2,Pertanian/Peternakan
23300000,2,1,1,2,Pertanian/Peternakan
6200000,3,1,1,2,Pertanian/Peternakan
5200000,2,1,1,1,Pertanian/Peternakan
12000000,2,3,2,2,Pertanian/Peternakan
35100000,3,1,1,2,Pertanian/Peternakan
40200000,3,2,1,2,Pertanian/Peternakan
23300000,3,2,1,2,Pertanian/Peternakan
7400000,3,2,1,3,Pertanian/Peternakan
39300000,2,2,1,2,Pertanian/Peternakan
102300000,3,3,3,3,Pertanian/Peternakan
119000000,3,1,2,2,Pertanian/Peternakan
7800000,2,1,2,2,Pertanian/Peternakan
58200000,3,1,2,1,Pertanian/Peternakan
13600000,3,3,1,2,Pertanian/Peternakan
13700000,2,2,2,2,Pertanian/Peternakan
35600000,1,1,2,2,Pertanian/Peternakan
15300000,1,1,1,2,Pertanian/Peternakan
77700000,2,1,1,2,Pertanian/Peternakan
157700000,3,2,1,3,Pertanian/Peternakan
29400000,2,1,1,2,Pertanian/Peternakan
26200000,3,1,1,2,Pertanian/Peternakan
37000000,3,3,1,2,Pertanian/Peternakan
30000000,3,2,1,3,Pertanian/Peternakan
14400000,2,3,2,2,Pertanian/Peternakan
133600000,3,2,1,3,Pertanian/Peternakan
163700000,3,1,1,2,Pertanian/Peternakan
15000000,3,3,1,2,Pertanian/Peternakan
13900000,3,3,2,3,Pertanian/Peternakan
23900000,3,2,3,2,Pertanian/Peternakan
28800000,3,1,1,2,Pertanian/Peternakan
40700000,2,1,1,1,Pertanian/Peternakan
179700000,2,1,2,3,Pertanian/Peternakan
23400000,1,1,1,2,Pertanian/Peternakan
25100000,2,2,1,2,Pertanian/Peternakan
80000000,2,1,3,2,Pertanian/Peternakan
18800000,2,2,1,1,Pertanian/Peternakan
131100000,3,3,1,3,Pertanian/Peternakan
93200000,2,2,1,2,Pertanian/Peternakan
14300000,3,1,3,2,Pertanian/Peternakan
62600000,3,1,1,2,Pertanian/Peternakan
125700000,1,1,1,3,Pertanian/Peternakan
144500000,3,3,3,3,Pertanian/Peternakan
44300000,3,2,1,3,Pertanian/Peternakan
44000000,2,1,1,1,Pertanian/Peternakan
60300000,2,2,2,2,Pertanian/Peternakan
175800000,3,2,1,2,Pertanian/Peternakan
121900000,2,2,1,3,Pertanian/Peternakan
152800000,2,1,1,1,Pertanian/Peternakan
15100000,1,1,1,2,Pertanian/Peternakan
18900000,2,1,2,2,Pertanian/Peternakan
24300000,3,3,3,3,Pertanian/Peternakan
163700000,2,1,2,2,Pertanian/Peternakan
70800000,2,1,1,2,Pertanian/Peternakan
58200000,2,1,2,2,Pertanian/Peternakan
20200000,3,1,1,1,Pertanian/Peternakan
48500000,2,1,2,1,Pertanian/Peternakan
184800000,2,1,2,1,Pertanian/Peternakan
156200000,2,1,3,2,Pertanian/Peternakan
35800000,2,2,3,2,Pertanian/Peternakan
73700000,2,1,2,3,Pertanian/Peternakan
19300000,2,1,1,3,Pertanian/Peternakan
41700000,3,1,1,1,Pertanian/Peternakan
38000000,2,1,1,3,Pertanian/Peternakan
81800000,2,1,3,2,Pertanian/Peternakan
192800000,2,1,1,2,Pertanian/Peternakan
28600000,2,1,3,2,Pertanian/Peternakan
51700000,2,1,1,2,Pertanian/Peternakan
54300000,1,3,2,2,Pertanian/Peternakan
114300000,1,1,2,2,Pertanian/Peternakan
33000000,2,3,2,1,Pertanian/Peternakan
25000000,3,1,1,2,Pertanian/Peternakan
59900000,2,1,1,2,Pertanian/Peternakan
22300000,2,1,1,3,Pertanian/Peternakan
60600000,2,1,2,2,Pertanian/Peternakan
150200000,2,1,1,3,Pertanian/Peternakan
153400000,2,2,1,2,Pertanian/Peternakan
31000000,2,1,2,2,Pertanian/Peternakan
32100000,2,1,2,2,Pertanian/Peternakan
22900000,2,1,1,2,Pertanian/Peternakan
120000000,2,1,1,2,Pertanian/Peternakan
51900000,3,2,2,3,Pertanian/Peternakan
34300000,2,1,1,3,Pertanian/Peternakan
39200000,3,1,1,3,Pertanian/Peternakan
13400000,1,3,2,2,Pertanian/Peternakan
76400000,3,2,2,2,Pertanian/Peternakan
74100000,1,1,1,3,Pertanian/Peternakan
18100000,1,1,1,3,Pertanian/Peternakan
21200000,2,1,1,3,Pertanian/Peternakan
143500000,3,1,1,1,Pertanian/Peternakan
19600000,3,1,1,2,Pertanian/Peternakan
14000000,3,1,1,2,Pertanian/Peternakan
151700000,2,1,3,2,Pertanian/Peternakan
51200000,3,1,1,3,Pertanian/Peternakan
10400000,2,1,3,2,Pertanian/Peternakan
18600000,2,1,1,3,Pertanian/Peternakan
20900000,2,1,1,1,Pertanian/Peternakan
37300000,1,1,2,2,Pertanian/Peternakan
40600000,3,1,3,2,Pertanian/Peternakan
120900000,3,1,1,3,Pertanian/Peternakan
