Modal,Potensi_Pasar,Lokasi,Persaingan,Tren_Usaha,Jenis_Usaha,Jenis_Usaha_Spesifik,id_mapping,skenario_ke
39100000,3,2,1,2,Jasa,Fotokopi / print,46,10
168500000,2,2,1,1,Jasa,Fotokopi / print,46,11
30300000,2,2,1,2,Jasa,Fotokopi / print,46,12
31500000,2,3,1,3,Jasa,Fotokopi / print,46,13
146900000,2,2,1,3,Jasa,Fotokopi / print,46,14
79300000,2,2,2,2,Jasa,Fotokopi / print,46,15
49200000,3,2,2,2,Jasa,Fotokopi / print,46,16
57500000,3,3,3,2,Jasa,Fotokopi / print,46,17
123100000,3,2,1,3,Jasa,Fotokopi / print,46,18
95500000,3,2,1,3,Jasa,Fotokopi / print,46,19
51500000,2,2,1,2,Jasa,Fotokopi / print,46,20
4500000,1,1,1,3,Jasa,Les privat,47,1
1800000,3,2,1,3,Jasa,Les privat,47,2
2000000,2,1,3,2,Jasa,Les privat,47,3
30200000,2,1,1,3,Jasa,Les privat,47,4
1100000,3,3,1,3,Jasa,Les privat,47,5
2500000,3,1,1,3,Jasa,Les privat,47,6
4800000,2,1,1,3,Jasa,Les privat,47,7
3500000,2,2,2,3,Jasa,Les privat,47,8
63900000,3,1,2,3,Jasa,Les privat,47,9
39200000,2,2,1,2,Jasa,Les privat,47,10
33000000,2,2,1,2,Jasa,Les privat,47,11
2900000,3,2,1,3,Jasa,Les privat,47,12
53400000,3,2,1,3,Jasa,Les privat,47,13
7900000,1,2,1,3,Jasa,Les privat,47,14
4200000,3,2,2,3,Jasa,Les privat,47,15
17300000,2,2,1,3,Jasa,Les privat,47,16
32900000,2,1,2,3,Jasa,Les privat,47,17
8400000,1,1,1,3,Jasa,Les privat,47,18
2100000,2,1,2,3,Jasa,Les privat,47,19
42500000,3,2,1,3,Jasa,Les privat,47,20
8500000,2,2,2,2,Jasa,Jasa desain grafis,48,1
18000000,2,2,1,2,Jasa,Jasa desain grafis,48,2
6100000,2,1,1,3,Jasa,Jasa desain grafis,48,3
64800000,2,1,1,2,Jasa,Jasa desain grafis,48,4
32200000,3,2,1,3,Jasa,Jasa desain grafis,48,5
14600000,3,2,1,3,Jasa,Jasa desain grafis,48,6
16500000,1,2,1,3,Jasa,Jasa desain grafis,48,7
7600000,2,1,2,2,Jasa,Jasa desain grafis,48,8
98800000,2,2,3,3,Jasa,Jasa desain grafis,48,9
58600000,2,2,1,3,Jasa,Jasa desain grafis,48,10
6400000,3,3,2,2,Jasa,Jasa desain grafis,48,11
5300000,3,1,1,2,Jasa,Jasa desain grafis,48,12
81900000,2,1,2,3,Jasa,Jasa desain grafis,48,13
5900000,2,2,1,3,Jasa,Jasa desain grafis,48,14
124800000,2,1,3,3,Jasa,Jasa desain grafis,48,15
5600000,2,3,1,3,Jasa,Jasa desain grafis,48,16
52000000,3,1,1,3,Jasa,Jasa desain grafis,48,17
102500000,3,2,1,3,Jasa,Jasa desain grafis,48,18
7300000,1,2,1,3,Jasa,Jasa desain grafis,48,19
11300000,2,1,1,2,Jasa,Jasa desain grafis,48,20
65100000,2,2,1,3,Jasa,Jasa pengetikan,49,1
38400000,2,2,1,3,Jasa,Jasa pengetikan,49,2
20300000,2,1,1,3,Jasa,Jasa pengetikan,49,3
33700000,2,2,1,3,Jasa,Jasa pengetikan,49,4
104200000,2,2,1,3,Jasa,Jasa pengetikan,49,5
22500000,2,2,1,3,Jasa,Jasa pengetikan,49,6
174500000,3,2,1,3,Jasa,Jasa pengetikan,49,7
8200000,2,1,1,3,Jasa,Jasa pengetikan,49,8
90200000,2,1,2,3,Jasa,Jasa pengetikan,49,9
14700000,1,2,2,3,Jasa,Jasa pengetikan,49,10
8700000,3,1,1,3,Jasa,Jasa pengetikan,49,11
19400000,3,3,1,3,Jasa,Jasa pengetikan,49,12
12100000,2,2,1,1,Jasa,Jasa pengetikan,49,13
5400000,2,3,1,3,Jasa,Jasa pengetikan,49,14
24600000,3,2,1,2,Jasa,Jasa pengetikan,49,15
10800000,3,2,3,3,Jasa,Jasa pengetikan,49,16
7000000,1,2,2,3,Jasa,Jasa pengetikan,49,17
76700000,2,2,2,2,Jasa,Jasa pengetikan,49,18
5100000,2,1,1,1,Jasa,Jasa pengetikan,49,19
8100000,2,2,1,3,Jasa,Jasa pengetikan,49,20
74500000,3,2,1,3,Jasa,Jasa editing video,50,1
13800000,2,1,1,3,Jasa,Jasa editing video,50,2
137500000,2,2,1,3,Jasa,Jasa editing video,50,3
29300000,2,2,1,3,Jasa,Jasa editing video,50,4
14300000,1,1,1,3,Jasa,Jasa editing video,50,5
16100000,2,3,1,2,Jasa,Jasa editing video,50,6
10400000,2,2,1,3,Jasa,Jasa editing video,50,7
127800000,2,2,1,3,Jasa,Jasa editing video,50,8
29900000,2,3,1,3,Jasa,Jasa editing video,50,9
13800000,1,1,1,3,Jasa,Jasa editing video,50,10
11600000,2,2,3,2,Jasa,Jasa editing video,50,11
69000000,1,2,3,3,Jasa,Jasa editing video,50,12
26700000,2,1,1,3,Jasa,Jasa editing video,50,13
143500000,2,3,1,3,Jasa,Jasa editing video,50,14
69500000,2,2,1,3,Jasa,Jasa editing video,50,15
14400000,1,2,1,3,Jasa,Jasa editing video,50,16
63100000,2,1,1,3,Jasa,Jasa editing video,50,17
112400000,1,2,1,3,Jasa,Jasa editing video,50,18
19100000,2,1,1,2,Jasa,Jasa editing video,50,19
166700000,2,1,1,3,Jasa,Jasa editing video,50,20
34200000,2,2,1,2,Jasa,Jasa fotografi,51,1
33200000,3,1,1,3,Jasa,Jasa fotografi,51,2
62400000,3,2,1,3,Jasa,Jasa fotografi,51,3
46100000,3,2,1,2,Jasa,Jasa fotografi,51,4
58400000,2,1,1,3,Jasa,Jasa fotografi,51,5
96300000,2,2,1,3,Jasa,Jasa fotografi,51,6
42100000,2,2,1,1,Jasa,Jasa fotografi,51,7
78500000,2,2,1,3,Jasa,Jasa fotografi,51,8
72800000,2,2,1,2,Jasa,Jasa fotografi,51,9
58700000,2,1,1,3,Jasa,Jasa fotografi,51,10
97200000,3,2,1,3,Jasa,Jasa fotografi,51,11
46800000,2,2,1,2,Jasa,Jasa fotografi,51,12
181000000,2,2,1,3,Jasa,Jasa fotografi,51,13
45100000,2,2,1,3,Jasa,Jasa fotografi,51,14
70200000,3,1,1,3,Jasa,Jasa fotografi,51,15
38400000,2,1,1,3,Jasa,Jasa fotografi,51,16
45000000,3,1,2,3,Jasa,Jasa fotografi,51,17
64300000,3,2,2,3,Jasa,Jasa fotografi,51,18
99000000,3,2,2,2,Jasa,Jasa fotografi,51,19
31900000,2,3,3,1,Jasa,Jasa fotografi,51,20
3100000,2,3,1,3,Jasa,Jasa kebersihan rumah,52,1
3500000,2,1,3,2,Jasa,Jasa kebersihan rumah,52,2
3100000,2,1,1,3,Jasa,Jasa kebersihan rumah,52,3
2200000,2,3,1,2,Jasa,Jasa kebersihan rumah,52,4
34800000,2,2,1,1,Jasa,Jasa kebersihan rumah,52,5
33800000,2,1,1,2,Jasa,Jasa kebersihan rumah,52,6
21000000,2,1,1,3,Jasa,Jasa kebersihan rumah,52,7
4000000,3,2,1,1,Jasa,Jasa kebersihan rumah,52,8
5000000,2,2,1,2,Jasa,Jasa kebersihan rumah,52,9
4400000,2,2,1,2,Jasa,Jasa kebersihan rumah,52,10
6800000,3,2,2,2,Jasa,Jasa kebersihan rumah,52,11
4300000,2,2,2,3,Jasa,Jasa kebersihan rumah,52,12
42600000,2,1,1,2,Jasa,Jasa kebersihan rumah,52,13
2200000,3,1,2,3,Jasa,Jasa kebersihan rumah,52,14
76200000,2,2,2,2,Jasa,Jasa kebersihan rumah,52,15
4100000,2,3,1,2,Jasa,Jasa kebersihan rumah,52,16
8500000,2,2,1,1,Jasa,Jasa kebersihan rumah,52,17
79000000,2,1,3,3,Jasa,Jasa kebersihan rumah,52,18
76400000,2,2,2,1,Jasa,Jasa kebersihan rumah,52,19
18000000,3,2,1,3,Jasa,Jasa kebersihan rumah,52,20
31100000,2,2,2,3,Jasa,Jasa service AC,53,1
18200000,2,2,1,3,Jasa,Jasa service AC,53,2
23200000,3,1,1,3,Jasa,Jasa service AC,53,3
28200000,3,3,1,3,Jasa,Jasa service AC,53,4
102400000,2,2,1,3,Jasa,Jasa service AC,53,5
27600000,3,2,2,3,Jasa,Jasa service AC,53,6
14100000,2,2,2,2,Jasa,Jasa service AC,53,7
13000000,2,3,3,1,Jasa,Jasa service AC,53,8
31000000,3,2,1,2,Jasa,Jasa service AC,53,9
16500000,2,2,1,3,Jasa,Jasa service AC,53,10
15100000,3,3,1,3,Jasa,Jasa service AC,53,11
24600000,2,2,1,3,Jasa,Jasa service AC,53,12
10300000,1,2,3,3,Jasa,Jasa service AC,53,13
180800000,3,2,1,3,Jasa,Jasa service AC,53,14
102700000,2,3,1,2,Jasa,Jasa service AC,53,15
23300000,2,2,1,3,Jasa,Jasa service AC,53,16
15300000,3,2,1,2,Jasa,Jasa service AC,53,17
21800000,2,2,1,3,Jasa,Jasa service AC,53,18
16700000,3,2,2,3,Jasa,Jasa service AC,53,19
12300000,1,1,1,3,Jasa,Jasa service AC,53,20
123400000,2,2,1,3,Jasa,Jasa salon,54,1
20700000,2,2,1,3,Jasa,Jasa salon,54,2
82600000,2,2,1,3,Jasa,Jasa salon,54,3
34500000,2,3,1,3,Jasa,Jasa salon,54,4
110300000,2,2,1,1,Jasa,Jasa salon,54,5
114800000,2,2,1,1,Jasa,Jasa salon,54,6
49300000,3,3,1,2,Jasa,Jasa salon,54,7
40400000,2,2,2,3,Jasa,Jasa salon,54,8
37200000,3,3,1,2,Jasa,Jasa salon,54,9
30000000,2,2,1,3,Jasa,Jasa salon,54,10
112100000,2,1,2,3,Jasa,Jasa salon,54,11
151700000,2,3,2,2,Jasa,Jasa salon,54,12
136100000,2,2,1,2,Jasa,Jasa salon,54,13
69900000,2,2,1,3,Jasa,Jasa salon,54,14
133300000,3,2,1,3,Jasa,Jasa salon,54,15
28300000,2,2,1,3,Jasa,Jasa salon,54,16
21300000,2,2,1,3,Jasa,Jasa salon,54,17
43900000,3,3,1,3,Jasa,Jasa salon,54,18
39200000,1,2,2,3,Jasa,Jasa salon,54,19
50600000,2,2,1,2,Jasa,Jasa salon,54,20
21900000,2,2,1,3,Jasa,Jasa makeup artist,55,1
8200000,2,2,1,3,Jasa,Jasa makeup artist,55,2
41700000,2,2,1,2,Jasa,Jasa makeup artist,55,3
9900000,3,2,2,3,Jasa,Jasa makeup artist,55,4
130300000,3,2,1,3,Jasa,Jasa makeup artist,55,5
10800000,2,2,1,3,Jasa,Jasa makeup artist,55,6
30300000,2,1,2,3,Jasa,Jasa makeup artist,55,7
13300000,2,2,2,3,Jasa,Jasa makeup artist,55,8
66500000,3,2,2,3,Jasa,Jasa makeup artist,55,9
21600000,2,2,2,2,Jasa,Jasa makeup artist,55,10
20600000,1,2,2,3,Jasa,Jasa makeup artist,55,11
18000000,3,2,2,3,Jasa,Jasa makeup artist,55,12
65900000,1,2,1,3,Jasa,Jasa makeup artist,55,13
136400000,3,1,1,3,Jasa,Jasa makeup artist,55,14
13000000,2,2,2,3,Jasa,Jasa makeup artist,55,15
104500000,3,3,1,3,Jasa,Jasa makeup artist,55,16
39500000,2,2,2,3,Jasa,Jasa makeup artist,55,17
124800000,2,2,1,3,Jasa,Jasa makeup artist,55,18
9400000,2,1,1,2,Jasa,Jasa makeup artist,55,19
156900000,2,1,2,3,Jasa,Jasa makeup artist,55,20
81800000,2,3,1,2,Jasa,Jasa rental kendaraan,56,1
126300000,2,1,1,3,Jasa,Jasa rental kendaraan,56,2
36900000,2,2,1,2,Jasa,Jasa rental kendaraan,56,3
162600000,2,2,1,3,Jasa,Jasa rental kendaraan,56,4
44800000,2,2,1,2,Jasa,Jasa rental kendaraan,56,5
40400000,2,2,1,3,Jasa,Jasa rental kendaraan,56,6
94800000,2,2,2,2,Jasa,Jasa rental kendaraan,56,7
158900000,2,2,1,2,Jasa,Jasa rental kendaraan,56,8
37500000,2,2,1,2,Jasa,Jasa rental kendaraan,56,9
143800000,2,2,1,2,Jasa,Jasa rental kendaraan,56,10
126500000,2,1,1,2,Jasa,Jasa rental kendaraan,56,11
32400000,2,3,1,2,Jasa,Jasa rental kendaraan,56,12
184600000,2,2,1,2,Jasa,Jasa rental kendaraan,56,13
115800000,2,3,1,1,Jasa,Jasa rental kendaraan,56,14
87600000,2,3,1,2,Jasa,Jasa rental kendaraan,56,15
142800000,2,1,1,2,Jasa,Jasa rental kendaraan,56,16
69600000,2,1,1,2,Jasa,Jasa rental kendaraan,56,17
171600000,1,3,1,1,Jasa,Jasa rental kendaraan,56,18
140900000,2,2,3,3,Jasa,Jasa rental kendaraan,56,19
30800000,2,2,1,2,Jasa,Jasa rental kendaraan,56,20
7900000,2,3,1,3,Jasa,Jasa tour guide,57,1
2100000,2,2,1,3,Jasa,Jasa tour guide,57,2
4500000,2,1,1,2,Jasa,Jasa tour guide,57,3
28000000,2,2,1,3,Jasa,Jasa tour guide,57,4
5000000,3,2,1,3,Jasa,Jasa tour guide,57,5
3500000,2,2,1,3,Jasa,Jasa tour guide,57,6
3000000,1,2,1,3,Jasa,Jasa tour guide,57,7
44500000,2,2,2,3,Jasa,Jasa tour guide,57,8
7200000,2,2,1,3,Jasa,Jasa tour guide,57,9
17000000,2,1,1,2,Jasa,Jasa tour guide,57,10
18600000,1,2,1,3,Jasa,Jasa tour guide,57,11
7000000,3,2,2,3,Jasa,Jasa tour guide,57,12
6200000,2,2,1,2,Jasa,Jasa tour guide,57,13
2500000,2,2,1,2,Jasa,Jasa tour guide,57,14
4700000,2,1,2,3,Jasa,Jasa tour guide,57,15
101100000,2,2,3,3,Jasa,Jasa tour guide,57,16
101700000,2,2,1,2,Jasa,Jasa tour guide,57,17
21300000,2,2,2,3,Jasa,Jasa tour guide,57,18
97800000,2,2,1,1,Jasa,Jasa tour guide,57,19
4400000,2,1,2,1,Jasa,Jasa tour guide,57,20
23800000,2,2,1,2,Jasa,Jasa pengiriman barang,58,1
128300000,3,1,2,3,Jasa,Jasa pengiriman barang,58,2
66000000,3,2,1,2,Jasa,Jasa pengiriman barang,58,3
10900000,2,1,1,2,Jasa,Jasa pengiriman barang,58,4
70600000,2,2,1,2,Jasa,Jasa pengiriman barang,58,5
13200000,2,2,1,3,Jasa,Jasa pengiriman barang,58,6
38300000,2,2,3,2,Jasa,Jasa pengiriman barang,58,7
103200000,2,1,2,2,Jasa,Jasa pengiriman barang,58,8
29000000,2,1,2,2,Jasa,Jasa pengiriman barang,58,9
152800000,3,2,2,2,Jasa,Jasa pengiriman barang,58,10
15200000,3,1,2,2,Jasa,Jasa pengiriman barang,58,11
25600000,2,1,1,2,Jasa,Jasa pengiriman barang,58,12
39900000,3,2,1,3,Jasa,Jasa pengiriman barang,58,13
30800000,2,1,2,2,Jasa,Jasa pengiriman barang,58,14
39900000,2,2,1,2,Jasa,Jasa pengiriman barang,58,15
26400000,2,2,1,2,Jasa,Jasa pengiriman barang,58,16
174000000,2,1,2,3,Jasa,Jasa pengiriman barang,58,17
12800000,2,1,1,2,Jasa,Jasa pengiriman barang,58,18
21200000,3,3,1,2,Jasa,Jasa pengiriman barang,58,19
44000000,2,2,1,2,Jasa,Jasa pengiriman barang,58,20
9900000,3,3,1,3,Jasa,Jasa perbaikan elektronik,59,1
13700000,2,2,1,3,Jasa,Jasa perbaikan elektronik,59,2
23400000,2,1,2,2,Jasa,Jasa perbaikan elektronik,59,3
37900000,2,2,1,2,Jasa,Jasa perbaikan elektronik,59,4
10000000,2,2,1,1,Jasa,Jasa perbaikan elektronik,59,5
17200000,1,2,2,2,Jasa,Jasa perbaikan elektronik,59,6
19600000,2,3,2,3,Jasa,Jasa perbaikan elektronik,59,7
32700000,2,2,1,2,Jasa,Jasa perbaikan elektronik,59,8
20400000,2,2,1,3,Jasa,Jasa perbaikan elektronik,59,9
68100000,2,2,1,3,Jasa,Jasa perbaikan elektronik,59,10
9800000,2,3,1,3,Jasa,Jasa perbaikan elektronik,59,11
17300000,3,2,1,3,Jasa,Jasa perbaikan elektronik,59,12
22800000,2,3,1,3,Jasa,Jasa perbaikan elektronik,59,13
185100000,2,3,1,3,Jasa,Jasa perbaikan elektronik,59,14
22000000,2,2,1,3,Jasa,Jasa perbaikan elektronik,59,15
25000000,1,2,1,3,Jasa,Jasa perbaikan elektronik,59,16
14300000,2,2,1,1,Jasa,Jasa perbaikan elektronik,59,17
18400000,1,2,3,2,Jasa,Jasa perbaikan elektronik,59,18
10500000,2,1,1,2,Jasa,Jasa perbaikan elektronik,59,19
36200000,2,2,1,3,Jasa,Jasa perbaikan elektronik,59,20
13300000,3,2,1,3,Jasa,Jasa tukang bangunan,60,1
191400000,1,3,1,1,Jasa,Jasa tukang bangunan,60,2
8200000,2,1,3,3,Jasa,Jasa tukang bangunan,60,3
11400000,2,1,1,2,Jasa,Jasa tukang bangunan,60,4
80600000,3,2,1,1,Jasa,Jasa tukang bangunan,60,5
14800000,3,1,3,3,Jasa,Jasa tukang bangunan,60,6
3500000,2,1,1,3,Jasa,Jasa tukang bangunan,60,7
6400000,2,1,1,2,Jasa,Jasa tukang bangunan,60,8
9600000,2,2,1,1,Jasa,Jasa tukang bangunan,60,9
14800000,2,2,1,3,Jasa,Jasa tukang bangunan,60,10
4200000,2,2,1,2,Jasa,Jasa tukang bangunan,60,11
3200000,3,1,1,3,Jasa,Jasa tukang bangunan,60,12
165300000,2,1,1,2,Jasa,Jasa tukang bangunan,60,13
5200000,1,2,1,3,Jasa,Jasa tukang bangunan,60,14
23900000,3,2,3,3,Jasa,Jasa tukang bangunan,60,15
3400000,2,2,1,3,Jasa,Jasa tukang bangunan,60,16
19500000,2,1,1,2,Jasa,Jasa tukang bangunan,60,17
3300000,2,2,1,1,Jasa,Jasa tukang bangunan,60,18
17200000,1,1,1,2,Jasa,Jasa tukang bangunan,60,19
5100000,2,2,1,3,Jasa,Jasa tukang bangunan,60,20
6700000,2,1,3,2,Produksi,Keripik / makanan ringan,61,1
7400000,2,1,2,2,Produksi,Keripik / makanan ringan,61,2
11300000,2,1,2,3,Produksi,Keripik / makanan ringan,61,3
25300000,2,1,2,2,Produksi,Keripik / makanan ringan,61,4
46900000,2,3,2,2,Produksi,Keripik / makanan ringan,61,5
8500000,2,1,3,2,Produksi,Keripik / makanan ringan,61,6
7300000,2,2,2,2,Produksi,Keripik / makanan ringan,61,7
10100000,2,1,2,1,Produksi,Keripik / makanan ringan,61,8
41500000,2,1,1,2,Produksi,Keripik / makanan ringan,61,9
6500000,2,1,3,1,Produksi,Keripik / makanan ringan,61,10
6100000,2,1,2,2,Produksi,Keripik / makanan ringan,61,11
35500000,1,1,2,3,Produksi,Keripik / makanan ringan,61,12
6400000,2,1,2,2,Produksi,Keripik / makanan ringan,61,13
14800000,2,1,2,2,Produksi,Keripik / makanan ringan,61,14
15200000,2,1,3,2,Produksi,Keripik / makanan ringan,61,15
168200000,2,1,2,2,Produksi,Keripik / makanan ringan,61,16
87100000,1,1,3,3,Produksi,Keripik / makanan ringan,61,17
9600000,2,2,2,2,Produksi,Keripik / makanan ringan,61,18
48500000,2,1,2,2,Produksi,Keripik / makanan ringan,61,19
14900000,2,1,2,2,Produksi,Keripik / makanan ringan,61,20
67400000,1,3,2,2,Produksi,Kerajinan tangan,62,1
7000000,2,1,2,2,Produksi,Kerajinan tangan,62,2
18300000,2,3,2,2,Produksi,Kerajinan tangan,62,3
44200000,2,1,2,2,Produksi,Kerajinan tangan,62,4
49200000,2,1,2,2,Produksi,Kerajinan tangan,62,5
91800000,1,2,2,2,Produksi,Kerajinan tangan,62,6
64300000,2,1,1,2,Produksi,Kerajinan tangan,62,7
12100000,2,2,1,1,Produksi,Kerajinan tangan,62,8
25000000,2,1,2,3,Produksi,Kerajinan tangan,62,9
3400000,2,1,2,2,Produksi,Kerajinan tangan,62,10
4600000,2,1,1,1,Produksi,Kerajinan tangan,62,11
13100000,2,1,1,2,Produksi,Kerajinan tangan,62,12
7600000,2,1,3,2,Produksi,Kerajinan tangan,62,13
3500000,2,1,2,1,Produksi,Kerajinan tangan,62,14
75300000,2,1,2,3,Produksi,Kerajinan tangan,62,15
103100000,2,2,2,2,Produksi,Kerajinan tangan,62,16
7400000,2,1,3,2,Produksi,Kerajinan tangan,62,17
9900000,2,2,2,3,Produksi,Kerajinan tangan,62,18
5400000,2,2,2,2,Produksi,Kerajinan tangan,62,19
27600000,2,1,2,1,Produksi,Kerajinan tangan,62,20
29500000,3,1,3,2,Produksi,Sabun / kosmetik,63,1
18200000,2,1,3,1,Produksi,Sabun / kosmetik,63,2
19100000,2,1,3,2,Produksi,Sabun / kosmetik,63,3
11400000,2,2,2,1,Produksi,Sabun / kosmetik,63,4
15300000,2,1,2,1,Produksi,Sabun / kosmetik,63,5
22700000,1,1,2,3,Produksi,Sabun / kosmetik,63,6
12800000,2,1,2,2,Produksi,Sabun / kosmetik,63,7
28900000,2,1,1,2,Produksi,Sabun / kosmetik,63,8
12800000,1,3,2,2,Produksi,Sabun / kosmetik,63,9
19700000,2,2,1,2,Produksi,Sabun / kosmetik,63,10
36900000,2,1,1,2,Produksi,Sabun / kosmetik,63,11
23200000,2,1,2,1,Produksi,Sabun / kosmetik,63,12
135000000,2,1,2,2,Produksi,Sabun / kosmetik,63,13
84300000,3,1,2,3,Produksi,Sabun / kosmetik,63,14
16300000,3,1,3,2,Produksi,Sabun / kosmetik,63,15
24200000,2,1,2,2,Produksi,Sabun / kosmetik,63,16
35400000,2,1,3,2,Produksi,Sabun / kosmetik,63,17
24100000,2,1,3,1,Produksi,Sabun / kosmetik,63,18
67800000,2,1,2,1,Produksi,Sabun / kosmetik,63,19
172500000,1,1,2,2,Produksi,Sabun / kosmetik,63,20
103200000,2,1,2,2,Produksi,Produk olahan makanan,64,1
10700000,2,1,3,2,Produksi,Produk olahan makanan,64,2
19600000,3,2,2,2,Produksi,Produk olahan makanan,64,3
5100000,2,2,2,2,Produksi,Produk olahan makanan,64,4
106800000,3,2,3,2,Produksi,Produk olahan makanan,64,5
7000000,3,1,1,2,Produksi,Produk olahan makanan,64,6
11000000,2,2,2,2,Produksi,Produk olahan makanan,64,7
16300000,2,1,2,3,Produksi,Produk olahan makanan,64,8
61200000,2,1,2,3,Produksi,Produk olahan makanan,64,9
6500000,1,2,2,2,Produksi,Produk olahan makanan,64,10
11400000,2,2,2,2,Produksi,Produk olahan makanan,64,11
13200000,2,1,2,2,Produksi,Produk olahan makanan,64,12
123500000,2,1,2,3,Produksi,Produk olahan makanan,64,13
79400000,2,2,2,3,Produksi,Produk olahan makanan,64,14
7100000,3,2,1,3,Produksi,Produk olahan makanan,64,15
11000000,2,2,2,3,Produksi,Produk olahan makanan,64,16
5900000,2,1,2,2,Produksi,Produk olahan makanan,64,17
85300000,2,2,2,2,Produksi,Produk olahan makanan,64,18
21600000,1,1,2,2,Produksi,Produk olahan makanan,64,19
126300000,2,1,2,2,Produksi,Produk olahan makanan,64,20
91300000,2,1,2,3,Produksi,Konveksi rumahan,65,1
38100000,2,1,1,2,Produksi,Konveksi rumahan,65,2
24900000,2,2,2,2,Produksi,Konveksi rumahan,65,3
45100000,2,2,2,2,Produksi,Konveksi rumahan,65,4
43400000,3,1,3,2,Produksi,Konveksi rumahan,65,5
128600000,2,2,1,3,Produksi,Konveksi rumahan,65,6
26900000,2,1,2,2,Produksi,Konveksi rumahan,65,7
24900000,2,3,1,2,Produksi,Konveksi rumahan,65,8
48300000,2,1,2,2,Produksi,Konveksi rumahan,65,9
46300000,3,1,2,2,Produksi,Konveksi rumahan,65,10
24800000,1,2,1,2,Produksi,Konveksi rumahan,65,11
34800000,2,1,2,2,Produksi,Konveksi rumahan,65,12
31100000,2,1,3,2,Produksi,Konveksi rumahan,65,13
117500000,2,1,2,2,Produksi,Konveksi rumahan,65,14
21200000,2,1,2,3,Produksi,Konveksi rumahan,65,15
21400000,2,2,1,2,Produksi,Konveksi rumahan,65,16
32300000,2,1,2,2,Produksi,Konveksi rumahan,65,17
38100000,2,1,2,2,Produksi,Konveksi rumahan,65,18
24000000,2,2,2,3,Produksi,Konveksi rumahan,65,19
24300000,2,2,2,2,Produksi,Konveksi rumahan,65,20
18700000,2,2,2,1,Produksi,Souvenir,66,1
142300000,2,1,2,2,Produksi,Souvenir,66,2
5400000,2,1,3,2,Produksi,Souvenir,66,3
66200000,2,1,2,2,Produksi,Souvenir,66,4
9600000,2,1,3,2,Produksi,Souvenir,66,5
126700000,2,3,2,2,Produksi,Souvenir,66,6
29600000,1,1,2,1,Produksi,Souvenir,66,7
6000000,2,1,2,2,Produksi,Souvenir,66,8
11500000,2,1,2,2,Produksi,Souvenir,66,9
8800000,2,1,1,2,Produksi,Souvenir,66,10
14300000,2,3,2,2,Produksi,Souvenir,66,11
33400000,2,1,1,2,Produksi,Souvenir,66,12
12000000,1,1,2,1,Produksi,Souvenir,66,13
108000000,3,1,2,2,Produksi,Souvenir,66,14
11900000,2,1,2,1,Produksi,Souvenir,66,15
72700000,2,2,2,2,Produksi,Souvenir,66,16
9400000,2,2,2,1,Produksi,Souvenir,66,17
63800000,2,1,2,2,Produksi,Souvenir,66,18
7100000,2,1,2,2,Produksi,Souvenir,66,19
7600000,2,1,2,2,Produksi,Souvenir,66,20
162300000,2,1,2,2,Produksi,Anyaman,67,1
191000000,2,1,2,2,Produksi,Anyaman,67,2
4100000,1,2,3,3,Produksi,Anyaman,67,3
148600000,2,2,2,2,Produksi,Anyaman,67,4
10500000,2,1,3,1,Produksi,Anyaman,67,5
12400000,2,3,1,2,Produksi,Anyaman,67,6
10500000,2,3,2,3,Produksi,Anyaman,67,7
32600000,2,1,2,2,Produksi,Anyaman,67,8
4700000,2,2,2,2,Produksi,Anyaman,67,9
4000000,2,1,2,1,Produksi,Anyaman,67,10
6000000,2,1,3,1,Produksi,Anyaman,67,11
112000000,2,2,2,1,Produksi,Anyaman,67,12
8300000,3,1,2,2,Produksi,Anyaman,67,13
9200000,2,2,2,2,Produksi,Anyaman,67,14
30900000,2,2,2,1,Produksi,Anyaman,67,15
3400000,2,1,2,3,Produksi,Anyaman,67,16
20700000,2,2,2,3,Produksi,Anyaman,67,17
131800000,3,1,2,3,Produksi,Anyaman,67,18
77500000,2,2,2,3,Produksi,Anyaman,67,19
86700000,2,1,2,2,Produksi,Anyaman,67,20
78700000,2,2,2,2,Produksi,Olahan hasil laut,68,1
28800000,2,1,3,2,Produksi,Olahan hasil laut,68,2
17400000,2,1,2,2,Produksi,Olahan hasil laut,68,3
12900000,2,1,2,2,Produksi,Olahan hasil laut,68,4
68400000,2,1,2,3,Produksi,Olahan hasil laut,68,5
14900000,3,1,2,2,Produksi,Olahan hasil laut,68,6
197200000,2,1,2,2,Produksi,Olahan hasil laut,68,7
12000000,2,1,2,2,Produksi,Olahan hasil laut,68,8
61900000,2,1,2,2,Produksi,Olahan hasil laut,68,9
61200000,1,2,3,2,Produksi,Olahan hasil laut,68,10
10100000,2,1,3,2,Produksi,Olahan hasil laut,68,11
10200000,2,1,2,2,Produksi,Olahan hasil laut,68,12
28900000,2,2,2,1,Produksi,Olahan hasil laut,68,13
124800000,2,1,2,3,Produksi,Olahan hasil laut,68,14
10000000,2,1,2,1,Produksi,Olahan hasil laut,68,15
18000000,2,1,2,3,Produksi,Olahan hasil laut,68,16
33600000,2,1,3,3,Produksi,Olahan hasil laut,68,17
63100000,2,2,2,3,Produksi,Olahan hasil laut,68,18
10200000,2,2,1,2,Produksi,Olahan hasil laut,68,19
16200000,2,1,2,2,Produksi,Olahan hasil laut,68,20
17500000,2,2,2,2,Produksi,Produksi roti,69,1
42600000,1,1,2,1,Produksi,Produksi roti,69,2
